# schema=1
# Planning only; not consumed by installer/install.sh.
# area<TAB>proposed-module<TAB>live path relative to HOME<TAB>current mode<TAB>restore disposition<TAB>review state<TAB>purpose/blocker
asus	asus-hardware	.config/rog/rog-control-center.cfg	644	personal-include	reviewed-functional	Reviewed same-ASUS ROG user configuration; no credential pattern found
user-service	personal-user-services	.config/systemd/user/openai-oauth.service	644	personal-include	reviewed-functional	Reviewed user service unit restored as file only; installer does not enable/start services or copy referenced secrets
user-service	personal-user-services	.config/systemd/user/penpot-mcp.service	644	personal-include	reviewed-functional	Reviewed user service unit restored as file only; installer does not enable/start services or copy referenced secrets
user-service	personal-user-services	.config/systemd/user/vellum-tray.service	644	personal-include	reviewed-functional	Reviewed user service unit restored as file only; installer does not enable/start services or copy referenced secrets
user-service	personal-user-services	.config/systemd/user/vellum.service	644	personal-include	reviewed-functional	Reviewed user service unit restored as file only; installer does not enable/start services or copy referenced secrets
input	input-rime	.local/share/fcitx5/rime/default.custom.yaml	644	personal-include	reviewed-functional	Authored Rime data-root include for Rime Ice suggestions
input	input-rime	.local/share/fcitx5/rime/rime_ice.custom.yaml	644	personal-include	reviewed-functional	Authored Rime Ice grammar customization
personal-script-doc	personal-scripts	scripts/README.md	744	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-desktop	personal-desktop-tools	scripts/desktop/fuzzel-askpass	755	personal-include	reviewed-functional	Graphical sudo askpass helper; reads the prompt interactively and stores no credential
personal-script-desktop	personal-desktop-tools	scripts/desktop/gsudo	755	personal-include	reviewed-functional	Audited graphical sudo wrapper used by workstation maintenance commands
personal-script-desktop	wm-hyprland	scripts/desktop/hypr-keys	755	personal-include	reviewed-functional	Hyprland shortcut viewer backed by the mapped keybind list
personal-script-desktop	wm-hyprland	scripts/desktop/hypr-magnifier	755	personal-include	reviewed-functional	Hyprland native zoom toggle referenced by live keybindings
personal-script-desktop	wm-niri	scripts/desktop/niri-keys	755	personal-include	reviewed-functional	Niri shortcut viewer backed by mapped DMS keybindings
personal-script-desktop	wm-niri	scripts/desktop/niri-quit	755	personal-include	reviewed-functional	Confirmed Niri session-exit menu referenced by live keybindings
personal-script-desktop	personal-desktop-tools	scripts/desktop/screenshot-sound	755	personal-include	reviewed-functional	Shared screenshot sound helper referenced by both live WM configurations
personal-script-maintenance	personal-maintenance	scripts/maintenance/.gitignore	644	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/HANDOFF-ui-refactor.md	644	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/README.md	644	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/backup-restore	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/boot-check	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/btrfs-scrub	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/cache-clean	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/check-battery	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/checkallupdates	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/clean	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/config.example	644	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/gpu-check	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/hw-doctor	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/lib/config.sh	644	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/lib/ui.sh	644	personal-include	reviewed-functional	Shared terminal UI library required by the mapped Niri exit helper
personal-script-maintenance	personal-maintenance	scripts/maintenance/log-check	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/migration-pack	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/migration-profile.example	644	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/mirror-update	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/offsite-backup	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/offsite-backup-schedule	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/pacnew-check	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/post-update-check	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/quickload	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/quicksave	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/recommend-check	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/storage-health	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/sysup	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/term-menu	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/terminal-tools	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/tests/DESTRUCTIVE-VM.md	644	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-maintenance	personal-maintenance	scripts/maintenance/tests/run	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-media	personal-media	scripts/media/b23	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-package	personal-package-tools	scripts/package/pacd	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-package	personal-package-tools	scripts/package/pacr	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-package	personal-package-tools	scripts/package/pacrrr	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-package	personal-package-tools	scripts/package/pak	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-package	personal-package-tools	scripts/package/paru-ui	755	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
personal-script-share	personal-scripts	scripts/share/prompts/aur-review.md	744	personal-include	reviewed-functional	Reviewed personal script/helper restored for same-user workstation; no credential/token/private-key pattern found
